gene_id	seqnames	start	end	width	strand	symbol	ensembl_id
200172	chr1	41481269	41487427	6159	-	SLFNL1	ENSG00000171790
200185	chr1	155141884	155145804	3921	-	KRTCAP2	ENSG00000163463
200186	chr1	153920148	153931132	10985	-	CRTC2	ENSG00000160741
200197	chr1	15438311	15478960	40650	-	TMEM51-AS1	ENSG00000175147
2002	chrX	47494919	47510003	15085	-	ELK1	ENSG00000126767
200205	chr1	228353429	228369958	16530	+	IBA57	ENSG00000181873
200232	chr20	55099785	55101208	1424	+	FAM209A	ENSG00000124103
200261	chr20	23105705	23113273	7569	-	LINC00656	ENSG00000233746
200312	chr22	30774803	30783302	8500	-	RNF215	ENSG00000099999
200315	chr22	39353527	39359188	5662	+	APOBEC3A	ENSG00000128383
200315	chr22	39353527	39359188	5662	+	APOBEC3A	ENSG00000262156
200316	chr22	39436673	39451975	15303	+	APOBEC3F	ENSG00000128394
200350	chr2	114256661	114258727	2067	+	FOXD4L1	ENSG00000184492
200373	chr2	120302008	120414237	112230	+	CFAP221	ENSG00000163075
2004	chr12	96588207	96661606	73400	+	ELK3	ENSG00000111145
200403	chr2	98703595	98929410	225816	+	VWA3B	ENSG00000168658
200407	chr2	101964816	102003965	39150	-	CREG2	ENSG00000175874
200420	chr2	73872046	73912694	40649	+	ALMS1P1	ENSG00000291487
200420	chr2	73872046	73912694	40649	+	ALMS1P1	ENSG00000290727
200424	chr2	74213531	74335302	121772	+	TET3	ENSG00000187605
2005	chr1	205566695	205649630	82936	-	ELK4	ENSG00000158711
200504	chr2	69172364	69180102	7739	-	GKN2	ENSG00000183607
200523	chr2	88824169	88829103	4935	+	SPMIP9	ENSG00000172073
200539	chr2	97503651	97509758	6108	-	ANKRD23	ENSG00000163126
200558	chr2	68694691	68857856	163166	+	APLF	ENSG00000169621
200576	chr2	209130991	209223475	92485	+	PIKFYVE	ENSG00000115020
2006	chr7	73442427	73484236	41810	+	ELN	ENSG00000049540
200634	chr2	27665233	27669348	4116	+	KRTCAP3	ENSG00000157992
200726	chr2	207507142	207514173	7032	+	FAM237A	ENSG00000235118
200728	chr2	62727356	62762780	35425	-	TMEM17	ENSG00000186889
200734	chr2	65537985	65659656	121672	-	SPRED2	ENSG00000198369
200765	chr2	233412779	233415283	2505	-	TIGD1	ENSG00000221944
200772	chr2	241894036	241906868	12833	-	UICLM	ENSG00000233392
200810	chr3	125648118	125655887	7770	-	ALG1L1P	ENSG00000291096
200844	chr3	58711287	59035758	324472	-	CFAP20DC	ENSG00000163689
200845	chr3	58477823	58488087	10265	+	KCTD6	ENSG00000168301
200879	chr3	185225570	185270369	44800	-	LIPH	ENSG00000163898
200894	chr3	93698983	93774522	75540	+	ARL13B	ENSG00000169379
200895	chr3	93776766	93782067	5302	-	DHFR2	ENSG00000178700
2009	chr14	100204069	100408395	204327	+	EML1	ENSG00000066629
200909	chr3	183749332	183757157	7826	+	HTR3D	ENSG00000186090
200916	chr3	170582665	170588045	5381	-	RPL22L1	ENSG00000163584
200931	chr3	195943383	195960301	16919	+	SLC51A	ENSG00000163959
200933	chr3	196295725	196315930	20206	+	FBXO45	ENSG00000174013
200942	chr3	49209018	49213919	4902	+	KLHDC8B	ENSG00000185909
200958	chr3	195447753	195464540	16788	+	MUC20	ENSG00000276583
200958	chr3	195447753	195464540	16788	+	MUC20	ENSG00000277753
200958	chr3	195447753	195464540	16788	+	MUC20	ENSG00000275430
200958	chr3	195447753	195464540	16788	+	MUC20	ENSG00000274843
200958	chr3	195447753	195464540	16788	+	MUC20	ENSG00000275501
200958	chr3	195447753	195464540	16788	+	MUC20	ENSG00000176945
200958	chr3	195447753	195464540	16788	+	MUC20	ENSG00000278114
200958	chr3	195447753	195464540	16788	+	MUC20	ENSG00000281630
200959	chr3	97705527	97754148	48622	-	GABRR3	ENSG00000183185
2010	chrX	153607597	153609883	2287	+	EMD	ENSG00000102119
2011	chr11	63606400	63678492	72093	+	MARK2	ENSG00000072518
201134	chr17	63631658	64188212	556555	-	CEP112	ENSG00000154240
201140	chr17	9674751	9694614	19864	-	DHRS7C	ENSG00000184544
201158	chr17	15405578	15466945	61368	-	TVP23C	ENSG00000175106
201161	chr17	16245848	16256812	10965	-	CENPV	ENSG00000166582
201163	chr17	17115527	17140502	24976	-	FLCN	ENSG00000154803
201164	chr17	17104309	17140502	36194	-	PLD6	ENSG00000179598
201181	chr17	40177594	40190044	12451	-	ZNF385C	ENSG00000187595
201191	chr17	48188673	48207246	18574	-	SAMD14	ENSG00000167100
2012	chr12	13349602	13369708	20107	+	EMP1	ENSG00000134531
201229	chr17	26205340	26220409	15070	-	LYRM9	ENSG00000232859
201232	chr17	6939394	6943440	4047	+	SLC16A13	ENSG00000174327
201243	chr17	7328935	7330886	1952	+	SPEM2	ENSG00000283714
201243	chr17	7328935	7330886	1952	+	SPEM2	ENSG00000184560
201254	chr17	79976579	79980785	4207	-	CENPX	ENSG00000169689
201255	chr17	79981280	79989027	7748	+	LRRC45	ENSG00000169683
201266	chr17	70642085	71088853	446769	-	SLC39A11	ENSG00000133195
201266	chr17	70642085	71088853	446769	-	SLC39A11	ENSG00000282291
201283	chr17	62962668	62971703	9036	-	AMZ2P1	ENSG00000291140
201292	chr17	73885041	73893084	8044	-	TRIM65	ENSG00000141569
201294	chr17	73823308	73840851	17544	-	UNC13D	ENSG00000092929
201299	chr17	34245085	34257780	12696	-	RDM1	ENSG00000278023
201299	chr17	34245085	34257780	12696	-	RDM1	ENSG00000276432
2013	chr16	10622279	10674539	52261	-	EMP2	ENSG00000213853
201305	chr17	4337219	4391499	54281	+	SPNS3	ENSG00000182557
2014	chr19	48828629	48833810	5182	+	EMP3	ENSG00000142227
201456	chr18	71740588	71815100	74513	-	FBXO15	ENSG00000141665
201475	chr18	8609443	8639380	29938	+	RAB12	ENSG00000206418
201477	chr18	3878180	3897069	18890	+	DLGAP1-AS3	ENSG00000263724
2015	chr19	6887560	6940464	52905	+	ADGRE1	ENSG00000174837
201501	chr18	45553639	45935663	382025	-	ZBTB7C	ENSG00000184828
201514	chr19	58920063	58929692	9630	+	ZNF584	ENSG00000171574
201516	chr19	58180303	58190520	10218	+	ZSCAN4	ENSG00000180532
201562	chr3	123213363	123303924	90562	-	HACD2	ENSG00000206527
201595	chr3	31574491	31677556	103066	+	STT3B	ENSG00000163527
2016	chr2	73144604	73162020	17417	+	EMX1	ENSG00000135638
201617	chr3	72200408	72223490	23083	+	LINC00870	ENSG00000243083
201625	chr3	57327727	57530071	202345	-	DNAH12	ENSG00000174844
201626	chr3	57541981	57547768	5788	+	PDE12	ENSG00000174840
201627	chr3	57611181	57678816	67636	-	DENND6A	ENSG00000174839
201633	chr3	114012154	114029135	16982	+	TIGIT	ENSG00000181847
201651	chr3	151488244	151502682	14439	+	AADACP1	ENSG00000291076
2017	chr11	70244612	70282690	38079	+	CTTN	ENSG00000288401
2017	chr11	70244612	70282690	38079	+	CTTN	ENSG00000085733
201725	chr4	159587827	159593407	5581	-	C4orf46	ENSG00000205208
201780	chr4	48485360	48491541	6182	+	SLC10A4	ENSG00000145248
201798	chr4	153690506	153700916	10411	-	TIGD4	ENSG00000169989
201799	chr4	153547266	153601317	54052	-	TMEM154	ENSG00000170006
2018	chr10	119301956	119309057	7102	+	EMX2	ENSG00000170370
201895	chr4	39552546	39640481	87936	-	SMIM14	ENSG00000163683
2019	chr2	119599747	119605759	6013	-	EN1	ENSG00000163064
201931	chr4	165997230	166034024	36795	-	TMEM192	ENSG00000170088
201965	chr4	184560789	184580331	19543	-	RWDD4	ENSG00000182552
201973	chr4	185570767	185616112	45346	+	PRIMPOL	ENSG00000164306
202	chr6	106959305	107018334	59030	+	CRYBG1	ENSG00000112297
2020	chr7	155250824	155257526	6703	+	EN2	ENSG00000164778
202018	chr4	16162128	16228161	66034	-	TAPT1	ENSG00000169762
202020	chr4	16228286	16259810	31525	+	TAPT1-AS1	ENSG00000263327
202051	chr5	138732255	138739776	7522	-	SPATA24	ENSG00000170469
202052	chr5	138745892	138775214	29323	-	DNAJC18	ENSG00000170464
2021	chr9	131580779	131584955	4177	+	ENDOG	ENSG00000167136
202151	chr5	36249104	36302011	52908	-	RANBP3L	ENSG00000164188
2022	chr9	130577291	130617052	39762	-	ENG	ENSG00000106991
202243	chr5	68576519	68628620	52102	-	CCDC125	ENSG00000183323
202243	chr5	68576519	68628620	52102	-	CCDC125	ENSG00000277868
202299	chr5	95187936	95195836	7901	+	LINC01554	ENSG00000236882
2023	chr1	8921059	8939151	18093	-	ENO1	ENSG00000074800
202309	chr5	57787330	57792185	4856	+	GAPT	ENSG00000175857
202333	chr5	78985659	79096049	110391	+	CMYA5	ENSG00000164309
202374	chr5	146614579	146764241	149663	+	STK32A	ENSG00000169302
202459	chr6	159262158	159278664	16507	-	OSTCP1	ENSG00000243775
202500	chr6	44247897	44265458	17562	-	TCTE1	ENSG00000146221
202559	chr6	62389865	62996100	606236	-	KHDRBS2	ENSG00000112232
2026	chr12	7023614	7032859	9246	+	ENO2	ENSG00000111674
2027	chr17	4854384	4860426	6043	+	ENO3	ENSG00000108515
202781	chr7	154795143	154797413	2271	+	PAXIP1-DT	ENSG00000273344
2028	chr4	111397229	111484493	87265	+	ENPEP	ENSG00000138792
202865	chr7	148287657	148312952	25296	+	C7orf33	ENSG00000170279
2029	chr1	150594599	150602098	7500	-	ENSA	ENSG00000143420
202915	chr7	1581871	1596066	14196	-	TMEM184A	ENSG00000164855
203	chr9	130628759	130640022	11264	-	AK1	ENSG00000106992
2030	chr6	44187242	44201888	14647	+	SLC29A1	ENSG00000112759
203054	chr8	145597731	145618453	20723	+	ADCK5	ENSG00000285451
203054	chr8	145597731	145618453	20723	+	ADCK5	ENSG00000173137
203062	chr8	143293441	143484543	191103	-	TSNARE1	ENSG00000171045
203069	chr8	23145612	23153792	8181	+	R3HCC1	ENSG00000104679
203074	chr8	10383056	10411676	28621	+	PRSS55	ENSG00000184647
203074	chr8	10383056	10411676	28621	+	PRSS55	ENSG00000285141
203076	chr8	10530147	10558103	27957	+	C8orf74	ENSG00000285147
203076	chr8	10530147	10558103	27957	+	C8orf74	ENSG00000171060
203100	chr8	38831668	38846181	14514	+	HTRA4	ENSG00000169495
203102	chr8	38965050	39142436	177387	+	ADAM32	ENSG00000275594
203102	chr8	38965050	39142436	177387	+	ADAM32	ENSG00000197140
203111	chr8	99076750	99105838	29089	+	ERICH5	ENSG00000177459
203190	chr8	22004343	22014344	10002	-	LGI3	ENSG00000168481
203197	chr9	117373706	117408703	34998	+	TMEM268	ENSG00000157693
203228	chr9	27546543	27573864	27322	-	C9orf72	ENSG00000147894
203238	chr9	15552872	15971897	419026	+	CCDC171	ENSG00000164989
203245	chr9	130823512	130829599	6088	-	NAIF1	ENSG00000171169
203259	chr9	34398182	34458568	60387	-	FAM219A	ENSG00000164970
203260	chr9	35658287	35661500	3214	+	CCDC107	ENSG00000159884
203286	chr9	101493611	101558794	65184	-	ANKS6	ENSG00000165138
2033	chr22	41488614	41576081	87468	+	EP300	ENSG00000100393
203328	chr9	95820989	95847415	26427	+	SUSD3	ENSG00000157303
2034	chr2	46524541	46613842	89302	+	EPAS1	ENSG00000116016
203413	chrX	115592853	115594194	1342	-	CT83	ENSG00000204019
203427	chrX	118533258	118588437	55180	+	SLC25A43	ENSG00000077713
203430	chrX	77911566	77914825	3260	-	RTL3	ENSG00000179300
203447	chrX	105066536	105202602	136067	+	NRK	ENSG00000123572
2035	chr1	29213603	29446558	232956	+	EPB41	ENSG00000159023
203522	chrX	134654555	134716460	61906	+	INTS6L	ENSG00000165359
203523	chrX	134477628	134497338	19711	+	ZNF449	ENSG00000173275
203547	chrX	150565657	150577836	12180	+	VMA21	ENSG00000160131
203562	chrX	102965837	102968960	3124	+	TMEM31	ENSG00000179363
203569	chrX	55115497	55119260	3764	+	PAGE2	ENSG00000234068
2036	chr20	34679426	34820721	141296	+	EPB41L1	ENSG00000088367
2037	chr6	131160488	131384462	223975	-	EPB41L2	ENSG00000079819
2038	chr15	43489426	43513323	23898	-	EPB42	ENSG00000166947
203859	chr11	22214722	22304913	90192	+	ANO5	ENSG00000171714
2039	chr8	21911081	21940036	28956	+	DMTN	ENSG00000158856
204	chr1	33473541	33502512	28972	-	AK2	ENSG00000004455
2040	chr9	124101266	124132582	31317	-	STOM	ENSG00000148175
204010	chr12	66151800	66220754	68955	-	RPSAP52	ENSG00000241749
2041	chr7	143088205	143105985	17781	-	EPHA1	ENSG00000146904
2041	chr7	143088205	143105985	17781	-	EPHA1	ENSG00000284816
2042	chr3	89156674	89531284	374611	+	EPHA3	ENSG00000044524
204219	chr15	100940600	101084925	144326	-	CERS3	ENSG00000154227
2043	chr2	222282747	222437010	154264	-	EPHA4	ENSG00000116106
2044	chr4	66185281	66535653	350373	-	EPHA5	ENSG00000145242
204474	chr16	20370492	20416033	45542	-	PDILT	ENSG00000169340
2045	chr6	93949740	94129300	179561	-	EPHA7	ENSG00000135333
2046	chr1	22890004	22930087	40084	+	EPHA8	ENSG00000070886
2047	chr3	134514099	134979307	465209	+	EPHB1	ENSG00000154928
2048	chr1	23037331	23241823	204493	+	EPHB2	ENSG00000133216
204801	chr19	56296763	56348128	51366	-	NLRP11	ENSG00000179873
204851	chr1	114471996	114520491	48496	+	HIPK1	ENSG00000163349
2049	chr3	184279587	184300196	20610	+	EPHB3	ENSG00000182580
204962	chr1	75667816	76143610	475795	-	SLC44A5	ENSG00000137968
205	chr1	65613232	65697828	84597	+	AK4	ENSG00000162433
2050	chr7	100400187	100425143	24957	-	EPHB4	ENSG00000196411
2051	chr7	142552792	142568847	16056	+	EPHB6	ENSG00000275482
2051	chr7	142552792	142568847	16056	+	EPHB6	ENSG00000106123
205147	chr2	131513077	131525707	12631	+	AMER3	ENSG00000178171
2052	chr1	225997797	226033262	35466	+	EPHX1	ENSG00000143819
205251	chr2	110969106	110980516	11411	-	MTLN	ENSG00000175701
2053	chr8	27348519	27402439	53921	+	EPHX2	ENSG00000120915
205327	chr2	200775979	200792996	17018	+	C2orf69	ENSG00000178074
2054	chr12	131274145	131323819	49675	-	STX2	ENSG00000111450
205428	chr3	143690640	143711210	20571	+	DIPK2A	ENSG00000181744
2055	chr8	1711870	1734736	22867	+	CLN8	ENSG00000182372
2055	chr8	1711870	1734736	22867	+	CLN8	ENSG00000278220
205564	chr3	196594727	196661584	66858	+	SENP5	ENSG00000119231
2056	chr7	100318423	100321323	2901	+	EPO	ENSG00000130427
2057	chr19	11487881	11495018	7138	-	EPOR	ENSG00000187266
205717	chr3	113367233	113415493	48261	-	USF3	ENSG00000176542
2058	chr1	220141942	220220000	78059	-	EPRS1	ENSG00000136628
205860	chr4	189012427	189030422	17996	-	TRIML2	ENSG00000179046
2059	chr12	15773075	15942510	169436	-	EPS8	ENSG00000151491
2060	chr1	51819935	51984995	165061	-	EPS15	ENSG00000085832
2063	chr19	17342694	17356151	13458	-	NR2F6	ENSG00000160113
206338	chr5	115298151	115363299	65149	+	LVRN	ENSG00000172901
206358	chr5	150816553	150871940	55388	+	SLC36A1	ENSG00000123643
2064	chr17	37844393	37884915	40523	+	ERBB2	ENSG00000141736
206412	chr6	88054571	88075181	20611	+	C6orf163	ENSG00000203872
2065	chr12	56473809	56497291	23483	+	ERBB3	ENSG00000065361
2066	chr2	212240442	213403352	1162911	-	ERBB4	ENSG00000178568
2067	chr19	45910591	45982086	71496	-	ERCC1	ENSG00000012061
2068	chr19	45854649	45873845	19197	-	ERCC2	ENSG00000104884
2069	chr4	75230860	75254477	23618	+	EREG	ENSG00000124882
207	chr14	105235687	105262080	26394	-	AKT1	ENSG00000142208
2070	chr6	133561736	133853258	291523	+	EYA4	ENSG00000112319
2071	chr2	128014866	128051752	36887	-	ERCC3	ENSG00000163161
207107	chr10	10826402	10836877	10476	-	SFTA1P	ENSG00000225383
2072	chr16	14014014	14046205	32192	+	ERCC4	ENSG00000175595
2073	chr13	103498191	103528351	30161	+	ERCC5	ENSG00000134899
2074	chr10	50662526	50747169	84644	-	ERCC6	ENSG00000225830
2077	chr19	42751717	42759309	7593	-	ERF	ENSG00000105722
2078	chr21	39739183	40033704	294522	-	ERG	ENSG00000157554
2079	chr14	69846840	69865021	18182	-	ERH	ENSG00000100632
208	chr19	40736224	40791302	55079	-	AKT2	ENSG00000105221
2081	chr17	62120390	62207502	87113	-	ERN1	ENSG00000178607
2086	chr7	64450733	64467124	16392	-	ERV3-1	ENSG00000213462
2091	chr19	40325093	40337054	11962	-	FBL	ENSG00000105202
2091	chr19	40325093	40337054	11962	-	FBL	ENSG00000280548
2098	chr13	47345391	47371367	25977	-	ESD	ENSG00000139684
2099	chr6	151977830	152424408	446579	+	ESR1	ENSG00000091831
21	chr16	2325879	2390747	64869	-	ABCA3	ENSG00000167972
210	chr9	116148592	116163618	15027	-	ALAD	ENSG00000148218
2100	chr14	64693751	64805268	111518	-	ESR2	ENSG00000140009
2101	chr11	64073044	64084210	11167	+	ESRRA	ENSG00000173153
2103	chr14	76837690	76968180	130491	+	ESRRB	ENSG00000119715
2104	chr1	216676588	217311097	634510	-	ESRRG	ENSG00000196482
2107	chr5	137841782	137878989	37208	-	ETF1	ENSG00000120705
2108	chr15	76508629	76603810	95182	-	ETFA	ENSG00000140374
2109	chr19	51848409	51869672	21264	-	ETFB	ENSG00000105379
211	chr3	52232099	52248343	16245	+	ALAS1	ENSG00000023330
2110	chr4	159593277	159629841	36565	+	ETFDH	ENSG00000171503
2113	chr11	128328656	128457453	128798	-	ETS1	ENSG00000134954
2114	chr21	40177231	40196878	19648	+	ETS2	ENSG00000157557
2115	chr7	13930856	14031050	100195	-	ETV1	ENSG00000006468
2116	chr19	36132647	36135773	3127	+	ETV2	ENSG00000105672
2117	chr1	157094459	157108383	13925	-	ETV3	ENSG00000117036
2118	chr17	41605211	41623800	18590	-	ETV4	ENSG00000175832
2119	chr3	185764106	185826901	62796	-	ETV5	ENSG00000244405
212	chrX	55035488	55057497	22010	-	ALAS2	ENSG00000158578
2120	chr12	11802788	12268261	465474	+	ETV6	ENSG00000139083
2121	chr4	5712924	5830772	117849	+	EVC	ENSG00000072840
2122	chr3	168801287	169381563	580277	-	MECOM	ENSG00000085276
2123	chr17	29643428	29648767	5340	-	EVI2A	ENSG00000126860
2124	chr17	29630788	29641130	10343	-	EVI2B	ENSG00000185862
2124	chr17	29630788	29641130	10343	-	EVI2B	ENSG00000291721
2125	chr17	74002927	74023507	20581	-	EVPL	ENSG00000167880
2128	chr7	27282164	27286192	4029	+	EVX1	ENSG00000106038
213	chr4	74269972	74287129	17158	+	ALB	ENSG00000163631
2130	chr22	29663998	29696515	32518	+	EWSR1	ENSG00000182944
2131	chr8	118811602	119124058	312457	-	EXT1	ENSG00000182197
2132	chr11	44097076	44266980	169905	+	EXT2	ENSG00000151348
2134	chr1	26348271	26362954	14684	+	EXTL1	ENSG00000158008
2135	chr1	101337928	101360735	22808	-	EXTL2	ENSG00000162694
2137	chr8	28558990	28611207	52218	+	EXTL3	ENSG00000012232
2138	chr8	72109668	72274467	164800	-	EYA1	ENSG00000104313
2139	chr20	45523263	45817492	294230	+	EYA2	ENSG00000064655
214	chr3	105085557	105295757	210201	+	ALCAM	ENSG00000170017
2140	chr1	28296855	28415148	118294	-	EYA3	ENSG00000158161
2145	chr17	40852293	40897071	44779	-	EZH1	ENSG00000108799
2146	chr7	148504464	148581441	76978	-	EZH2	ENSG00000106462
2147	chr11	46740743	46761056	20314	+	F2	ENSG00000180210
2149	chr5	76011868	76031595	19728	+	F2R	ENSG00000181104
215	chrX	152990323	153010216	19894	+	ABCD1	ENSG00000101986
2150	chr5	76114833	76131140	16308	+	F2RL1	ENSG00000164251
2151	chr5	75911307	75919259	7953	-	F2RL2	ENSG00000164220
2152	chr1	94994732	95007413	12682	-	F3	ENSG00000117525
2153	chr1	169481192	169555769	74578	-	F5	ENSG00000198734
2155	chr13	113760102	113774995	14894	+	F7	ENSG00000057593
2157	chrX	154064064	154255215	191152	-	F8	ENSG00000185010
2158	chrX	138612895	138645617	32723	+	F9	ENSG00000101981
2159	chr13	113777113	113803843	26731	+	F10	ENSG00000126218
216	chr9	75515578	75695358	179781	-	ALDH1A1	ENSG00000165092
2160	chr4	187187118	187210835	23718	+	F11	ENSG00000088926
2161	chr5	176829139	176836577	7439	-	F12	ENSG00000131187
2162	chr6	6144311	6320924	176614	-	F13A1	ENSG00000124491
2165	chr1	197008321	197036397	28077	-	F13B	ENSG00000291998
2165	chr1	197008321	197036397	28077	-	F13B	ENSG00000143278
2166	chr1	46859939	46879520	19582	+	FAAH	ENSG00000117480
2167	chr8	82390732	82395473	4742	-	FABP4	ENSG00000170323
2168	chr2	88422508	88427650	5143	-	FABP1	ENSG00000163586
2169	chr4	120238405	120243316	4912	-	FABP2	ENSG00000145384
217	chr12	112204691	112247789	43099	+	ALDH2	ENSG00000111275
2170	chr1	31838100	31845923	7824	-	FABP3	ENSG00000121769
2171	chr8	82192718	82197012	4295	+	FABP5	ENSG00000164687
2172	chr5	159614374	159665729	51356	+	FABP6	ENSG00000170231
2173	chr6	123100646	123105218	4573	+	FABP7	ENSG00000164434
2175	chr16	89803959	89883065	79107	-	FANCA	ENSG00000187741
2176	chr9	97861336	98079991	218656	-	FANCC	ENSG00000158169
2177	chr3	10068113	10143614	75502	+	FANCD2	ENSG00000144554
2178	chr6	35420138	35434881	14744	+	FANCE	ENSG00000112039
218	chr17	19641298	19651746	10449	-	ALDH3A1	ENSG00000108602
2180	chr4	185676749	185747215	70467	-	ACSL1	ENSG00000151726
2181	chr2	223725732	223808119	82388	+	ACSL3	ENSG00000123983
2182	chrX	108884564	108976621	92058	-	ACSL4	ENSG00000068366
2184	chr15	80445131	80478924	33794	+	FAH	ENSG00000103876
2185	chr8	27168999	27316908	147910	+	PTK2B	ENSG00000120899
2186	chr17	65821780	65980494	158715	+	BPTF	ENSG00000171634
2187	chrX	14861529	14891184	29656	-	FANCB	ENSG00000181544
2188	chr11	22644079	22647387	3309	-	FANCF	ENSG00000183161
2189	chr9	35073835	35080013	6179	-	FANCG	ENSG00000221829
219	chr9	38392661	38398662	6002	+	ALDH1B1	ENSG00000137124
2191	chr2	163027200	163100045	72846	-	FAP	ENSG00000078098
2192	chr22	45898719	45997014	98296	+	FBLN1	ENSG00000077942
219285	chr7	92759368	92777680	18313	-	SAMD9L	ENSG00000177409
219287	chr13	25742672	25746305	3634	-	AMER2	ENSG00000165566
219293	chr1	1385069	1405538	20470	+	ATAD3C	ENSG00000215915
2193	chr19	13033284	13044558	11275	-	FARSA	ENSG00000179115
219333	chr13	27640287	27746033	105747	-	USP12	ENSG00000152484
219348	chr10	81892258	81904784	12527	+	PLAC9	ENSG00000189129
2194	chr17	80036214	80056106	19893	-	FASN	ENSG00000169710
219402	chr13	28009776	28024739	14964	-	MTIF3	ENSG00000122033
219409	chr13	28366780	28368089	1310	+	GSX1	ENSG00000169840
219428	chr11	55339604	55340536	933	+	OR4C16	ENSG00000279514
219429	chr11	55370830	55371874	1045	-	OR4C11	ENSG00000172188
219431	chr11	55418380	55419315	936	+	OR4S2	ENSG00000174982
219432	chr11	55432643	55433572	930	+	OR4C6	ENSG00000181903
219436	chr11	55563032	55563976	945	+	OR5D14	ENSG00000186113
219437	chr11	55578943	55579878	936	+	OR5L1	ENSG00000279395
219438	chr11	55587106	55588047	942	+	OR5D18	ENSG00000186119
219447	chr11	55797895	55798869	975	+	OR5AS1	ENSG00000181785
219453	chr11	55926870	55927793	924	-	OR8K5	ENSG00000181752
219464	chr11	55999582	56000661	1080	-	OR5T2	ENSG00000181718
219464	chr11	55999582	56000661	1080	-	OR5T2	ENSG00000291863
219464	chr11	55999582	56000661	1080	-	OR5T2	ENSG00000262851
219469	chr11	56057603	56058538	936	-	OR8H1	ENSG00000291864
219469	chr11	56057603	56058538	936	-	OR8H1	ENSG00000262611
219469	chr11	56057603	56058538	936	-	OR8H1	ENSG00000181693
219473	chr11	56085783	56086721	939	+	OR8K3	ENSG00000291865
219473	chr11	56085783	56086721	939	+	OR8K3	ENSG00000280314
219473	chr11	56085783	56086721	939	+	OR8K3	ENSG00000262755
